,BG32,BG41,BG43,BG2,BG3,BG6,BG8,BG72,BG68,BG78,BG52,BG53,BG55,BG22,BG25,BG23
TRINITY_DN66704_c8_g2,0.08,0.285,0.345,0.194,0.243,0.173,0.097,2.013,0,0.125,0.182,0.348,0.129,0.663,0.488,0.27
TRINITY_DN165746_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53390_c0_g6,6.441,4.396,6.128,2.123,8.003,7.916,6.078,4.094,6.359,6.387,8.599,2.733,3.568,5.192,4.326,5.497
TRINITY_DN192389_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN154244_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN113895_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN50230_c0_g1,1.548,1.69,1.237,1.347,1.12,1.018,1.116,1.182,1.547,1.534,1.497,2.231,1.314,1.544,1.463,1.836
TRINITY_DN64468_c0_g1,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0
TRINITY_DN205265_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN148189_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52914_c5_g5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN3878_c0_g1,0,0,0,0,0.078,0.067,0,0,0,0.067,0,0.072,0,0,0,0
TRINITY_DN114284_c0_g1,0,0,0,0,0,0.173,0.767,0,0,0,0,0,0,0,0,0
TRINITY_DN108984_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67125_c6_g5,2.207,2.716,2.484,2.36,2.551,1.921,2.359,2.384,2.476,2.465,2.006,2.681,2.265,2.35,2.502,2.686
TRINITY_DN195001_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN926_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN156225_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63973_c0_g1,0.02,0.057,0.019,0.194,0.097,0.019,0.068,0.068,0.05,0.038,0.019,0.553,0.352,0.019,0.191,0.135
TRINITY_DN56195_c7_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51094_c12_g3,2.656,11.071,5.821,0.808,1.83,4.429,4.505,8.324,4.053,5.332,2.236,3.04,4.73,5.827,2.778,4.968
TRINITY_DN147300_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN77548_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.706,0,0,0,0.373
TRINITY_DN59558_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51863_c2_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54796_c2_g1,0,0,0,0,0,0,1.311,0,0,0,0,0,0,0.531,0,0
TRINITY_DN204013_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN7955_c0_g1,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0.133,0,0
TRINITY_DN68032_c7_g1,0,0.095,0,0,0,0.115,0,0,0,0,0,0,0.082,0,0,0
TRINITY_DN67595_c5_g4,0,0.161,0,0.108,0,0.403,0.117,0,0,0.096,0.202,0.194,0.293,0,0,0.311
TRINITY_DN24160_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN148985_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN75956_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66523_c1_g5,0,0,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0
TRINITY_DN53145_c3_g2,2.646,3.285,1.908,3.276,2.23,2.574,2.718,2.941,2.186,2.609,2.111,2.661,2.171,2.805,2.439,3.33
TRINITY_DN53583_c16_g1,0,0,0,0,0,0,0,0.586,0,0,0,0,0,0,0,0
TRINITY_DN50753_c5_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN21323_c0_g1,0.449,0.095,0,0.129,0.263,0,0,0.234,0.14,0,0.845,0.113,0.176,0,0.127,0
TRINITY_DN187108_c0_g1,0,0.038,0.105,0,0,0.086,0,0.088,0,0.038,0.096,0.092,0.129,0.047,0.148,0.093
TRINITY_DN68225_c15_g1,0.689,0.256,0.355,0.517,0.234,0.451,0.709,0.41,0.519,0.393,0.461,0.379,0.258,0.388,0.191,0.249
TRINITY_DN118868_c0_g1,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57030_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN155941_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39077_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52077_c2_g1,0,0.228,0,0,0,0.279,0.32,0,0,0,0.288,0.563,0,0.284,0.944,0.29
TRINITY_DN68191_c7_g1,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0
TRINITY_DN53098_c4_g1,19.762,9.789,18.73,14.517,0,6.475,7.019,21.231,30.04,9.005,0.23,7.307,10.997,5.23,24.961,20.496
TRINITY_DN139784_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN118721_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN69905_c0_g1,1.039,0,0,0.291,0,0.279,0,1.075,0.309,0.777,0.557,0,0.798,0.284,0,1.421
TRINITY_DN66896_c6_g1,0.32,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0
TRINITY_DN37005_c0_g1,0,0.114,0,0,0,0,0,0,0,0.134,0,0,0,0.142,0,0
TRINITY_DN68228_c6_g2,300.468,243.632,236.893,284.793,282.334,270.85,264.965,266.414,306.322,240.866,312.765,336.868,354.842,297.027,311.895,303
TRINITY_DN62413_c4_g4,0.499,0.513,0.556,0.334,0.312,0.442,0.534,0.469,0.399,0.412,0.374,0.42,0.458,0.521,0.339,0.446
TRINITY_DN196659_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN195117_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405
TRINITY_DN45673_c0_g2,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68813_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66867_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN205824_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN167317_c0_g1,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN93540_c0_g1,0.03,0.171,0.115,0.259,0.156,0.106,0.039,0.137,0.04,0.134,0.211,0.348,0.106,0.284,0.265,0.436
TRINITY_DN64169_c2_g3,0,0.275,0.288,0.086,0.185,0.384,0.097,0.078,0.15,0.211,0.048,0.338,0.446,0.351,0.138,0.436
TRINITY_DN58929_c5_g2,0.09,0.18,0.038,0.291,0.127,0.01,0.126,0.078,0.11,0.067,0.038,0.328,0.563,0.133,0.509,0.57
TRINITY_DN41726_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN33957_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN153416_c0_g1,0.22,0,0.134,0,0,0,0,0,0,0,0,0,0.505,0.123,0,0
TRINITY_DN54031_c1_g1,5.013,3.314,4.661,5.27,5.647,5.159,4.835,5.442,4.972,5.975,6.123,2.958,4.871,5.893,4.241,4.636
TRINITY_DN19660_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58637_c5_g7,0.05,0.18,0.125,0.291,0.127,0.221,0.058,0.547,0.19,0.153,0.345,0.44,0.892,0.114,0.435,0.342
TRINITY_DN41235_c0_g1,0,0.152,0,0,0.068,0,0,0.059,0.07,0,0,0.123,0.27,0,0,0
TRINITY_DN39563_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63334_c5_g7,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN36021_c0_g1,0,0.161,0,0,0,0,0.078,0,0,0.192,0,0.338,0.2,0,0,0
TRINITY_DN51222_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN195584_c0_g1,0,0,0.077,0,0,0,0,0,0,0,0,0.266,0.293,0.066,0,0.135
TRINITY_DN67364_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67329_c7_g5,0,0,0,0,0,0,0,0,0,0,0,0.174,0.129,0,0,0
TRINITY_DN49940_c3_g5,0,0,0,0.022,0,0,0,0,0,0.019,0,0,0,0.038,0,0
TRINITY_DN68332_c6_g3,0,1.595,0,2.058,0,1.566,3.078,0.772,3.125,0.364,0,1.945,6.244,2.397,0,0
TRINITY_DN61363_c1_g1,7.939,8.726,10.175,8.331,11.089,10.682,10.641,6.693,10.013,7.135,8.205,11.626,10.95,8.054,5.832,10.269
TRINITY_DN68025_c8_g3,0,0.076,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
TRINITY_DN41420_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN134916_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN92330_c0_g1,0.23,0.323,0.537,6.93,0,0,0.087,0.703,2.636,0.153,0.077,9.713,21.56,0.568,7.921,9.356
TRINITY_DN64728_c10_g1,0.11,0.475,0.134,0.065,0.068,0.173,0.262,0.225,0.07,0.163,0.115,0.461,0.258,0,0.318,0.425
TRINITY_DN52604_c1_g5,276.552,183.12,266.288,287.822,282.422,287.622,290.381,255.95,287.992,276.59,300.356,225.936,277.557,235.668,282.788,217.915
TRINITY_DN67395_c6_g1,1.957,1.852,1.487,1.336,2.142,0.826,0.34,0.479,1.677,1.841,0.749,2.282,0.974,1.478,0.944,2.272
TRINITY_DN197885_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0
TRINITY_DN190996_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62046_c12_g1,23.098,14.299,19.747,21.49,19.316,21.845,21.262,17.391,17.341,18.96,17.236,16.201,17.3,18.571,15.662,10.808
TRINITY_DN62432_c13_g1,0,0.912,0.364,0.334,0.35,0.644,0.544,0.156,0.18,1.055,0.653,1.433,0.927,0.654,0.891,0.664
TRINITY_DN51991_c9_g1,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.062
TRINITY_DN66454_c1_g7,0,0.114,0.077,0.075,0,0.144,0.078,0,0,0.134,0,0.072,0.106,0.076,0.159,0.073
TRINITY_DN57417_c5_g6,0,0,0.527,0,0,0.231,0,0,0,0,0.24,1.392,0.34,0.957,0.254,0
TRINITY_DN96746_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN29546_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55821_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55635_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN47942_c0_g1,1.049,1.766,1.017,1.369,1.636,0.749,1.243,2.433,0.938,1.352,0.787,1.105,1.397,0.995,1.103,1.877
TRINITY_DN30902_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN16999_c0_g1,0.25,0.218,0,0,0,0,0,0.127,0,0.125,0.134,0.133,0,0,0.297,0
TRINITY_DN174790_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55405_c12_g1,0,0.171,0,0.216,0,0,0,0,0,0,0,0,0.153,0,0.467,0
TRINITY_DN66195_c13_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56744_c4_g1,0,0.256,0.537,0.334,0.175,0.154,0.359,0,0.18,0.441,0.643,0.317,0.458,0.644,0,0.322
TRINITY_DN88668_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN13624_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64067_c5_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN35243_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60654_c8_g8,2.526,1.624,2.35,1.444,1.937,1.844,1.466,1.729,1.577,1.295,1.641,0.993,0.998,1.326,1.866,1.66
TRINITY_DN73376_c0_g1,0,0,0,0.302,0,0,0,0,0,0,0,0.43,0.211,0,0,0.747
TRINITY_DN62179_c8_g6,9.996,5.706,6.617,7.501,7.808,8.281,8.971,10.054,14.756,13.187,10.864,6.919,9.929,4.974,8.578,6.514
TRINITY_DN55609_c0_g6,1.298,1.244,0.863,0.959,2.015,0.769,0,0.899,0.17,0.575,1.555,0.604,1.326,1.241,1.357,1.421
TRINITY_DN50076_c8_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56778_c3_g1,0,0.247,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0
TRINITY_DN71951_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN87000_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56496_c5_g1,6.451,6.684,7.126,8.525,8.363,7.714,6.252,6.341,8.007,6.205,8.532,12.732,14.788,7.154,6.097,10.331
TRINITY_DN181469_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN119932_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56894_c12_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63026_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62067_c0_g4,618.162,456.272,532.863,728.457,537.067,558.453,599.384,642.888,729.549,649.354,598.438,796.231,868.551,551.038,745.277,683.328
TRINITY_DN106322_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51811_c7_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN168654_c0_g1,0.09,0.228,0,0,0,0,0,0,0,0.086,0,0,0,0,0.106,0
TRINITY_DN67046_c2_g1,2.926,3.722,3.683,2.511,3.32,2.536,3.349,2.169,2.875,2.599,3.647,2.303,2.453,4.264,4.061,3.589
TRINITY_DN47100_c0_g1,0.25,0.142,0.105,0.183,0.428,0.384,0.301,0.234,0.379,0.537,0.058,0.092,0.082,0.796,0.265,0.124
TRINITY_DN20146_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN14084_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60348_c11_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54067_c11_g2,0,0,0,0.269,0,0,0,0.254,0,0,0,0,0.376,0,0,0
TRINITY_DN59602_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63794_c1_g1,0.639,0.845,1.333,1.089,0.623,0.865,1.408,1.055,1.008,0.633,0.672,0.819,1.056,0.929,0.785,0.954
TRINITY_DN62390_c1_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62426_c3_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56825_c6_g11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN189713_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN114101_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685
TRINITY_DN56659_c5_g1,2.666,3.076,2.963,2.996,3.836,2.421,2.447,5.852,3.484,4.555,3.781,4.329,3.474,3.553,1.866,4.813
TRINITY_DN145694_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN193265_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN54348_c1_g1,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0.483,0,0
TRINITY_DN49760_c14_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN44850_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61128_c9_g1,0.07,0.057,0.029,0.054,0,0.048,0.029,0.049,0.08,0.048,0.154,0.174,0.035,0.047,0.032,0.021
TRINITY_DN101174_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58509_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59117_c1_g1,2.327,2.184,2.8,1.94,2.531,1.739,2.65,4.787,6.28,2.158,3.09,3.787,3.497,1.885,4.284,1.743
TRINITY_DN60590_c7_g6,0.929,4.899,2.302,2.058,2.239,1.969,1.544,1.798,1.418,2.024,1.804,3.838,4.272,2.672,2.248,6.089
TRINITY_DN206990_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN49947_c6_g5,0,0,0,0,0,0,0,0.195,0,0.192,0,0,0,0,0,0
TRINITY_DN68124_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN64932_c5_g1,0.1,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0
TRINITY_DN63018_c0_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN205092_c0_g1,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66426_c12_g1,0,0,0,0,0,0,0,0.635,0,0,0,0,0,0,0,0
TRINITY_DN65800_c6_g2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59445_c11_g1,4.394,3.694,3.481,5.41,5.267,6.263,3.864,3.849,4.203,4.258,3.004,3.777,2.852,2.625,2.99,3.796
TRINITY_DN44774_c0_g1,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0
TRINITY_DN58659_c4_g6,1.907,2.402,1.976,2.102,2.298,2.488,2.291,2.091,1.777,1.966,1.795,2.927,2.136,2.321,2.269,2.5
TRINITY_DN64324_c5_g4,0,0.085,0.249,0,0,0,0,0,0,0.412,0.221,0,0,0,0,0
TRINITY_DN66014_c0_g2,0.519,0,0.93,0,0,0.279,0.621,0,0.309,0.777,0.557,0.276,0.399,0.559,0,0
TRINITY_DN56875_c8_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN107533_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN8627_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN191744_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN61752_c10_g5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN91589_c0_g1,0,0.085,0,0.108,0,0,0,0,0,0.096,0,0,0,0,0,0
TRINITY_DN65799_c0_g1,0.05,0.133,0.058,0,0,0.106,0.243,0.107,0,0.048,0.058,0.051,0,0,0.064,0
TRINITY_DN129487_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN125954_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67274_c0_g9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68326_c23_g2,0,0,0,0,0,0,0,0,0.629,0,0.557,0,0,0,0,0
TRINITY_DN13136_c0_g1,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN107097_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55999_c1_g3,1.977,0.332,1.506,0.42,0.438,0.077,0.553,0,0.579,0.7,0.95,0.563,0.869,0.938,0.933,0.259
TRINITY_DN51359_c7_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51987_c5_g1,0,0.104,0.144,0,0,0,0,0,0,0,0.134,0,0,0,0,0
TRINITY_DN135525_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66856_c5_g2,0.12,0.313,0.067,0,0.078,0.067,0,0.068,0,0,0.192,0,0,0.066,0.138,0
TRINITY_DN57155_c11_g3,2.736,3.038,2.657,2.252,2.619,2.373,2.67,2.589,2.626,2.618,2.073,3.705,2.242,2.302,1.463,3.423
TRINITY_DN55742_c2_g2,0.12,0.18,0.144,0.172,0.097,0.202,0.184,0.215,0.07,0.153,0.288,0.409,0.235,0.066,0.18,0.197
TRINITY_DN65884_c3_g10,0.429,0,2.091,0,1.519,0,2.068,2.257,1.048,0.432,0,0.911,0.669,0,0,1.898
TRINITY_DN76639_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN67169_c7_g1,0.17,0.817,0.269,0.507,0.136,0.298,0.34,0.479,0.759,0.604,0.345,1.136,0.235,0.218,0.148,0.622
TRINITY_DN52323_c3_g7,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0
TRINITY_DN107508_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN51731_c3_g2,0,0.275,0,0,1.11,0.672,0,0.332,0,0,0,0.328,2.429,0,1.113,0
TRINITY_DN60734_c0_g4,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0
TRINITY_DN59244_c10_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63780_c15_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN56989_c6_g1,0,0.361,0,0.463,0,0.442,0,0.645,0.499,0,0,0.215,0,0,0,0
TRINITY_DN61613_c6_g6,2.147,2.231,0.547,0.938,1.159,0.913,0.641,1.192,0.928,0.758,0.988,1.689,2.582,2.141,1.877,1.338
TRINITY_DN185900_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN157349_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913
TRINITY_DN131_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN62678_c6_g2,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0
TRINITY_DN59505_c4_g1,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57290_c0_g1,0.32,0.494,0.614,0.56,0.224,0.74,1.359,0.127,0.309,0.374,0.96,0.072,0.88,0.616,0.816,0.55
TRINITY_DN51459_c3_g2,1.208,1.548,1.573,1.821,2.006,1.489,1.932,1.436,1.408,1.506,1.939,3.162,1.843,2.009,1.665,1.857
TRINITY_DN54452_c7_g1,0,0,0,0.539,0,0,0,0,0,0,0.345,0,0.493,0,0,0
TRINITY_DN52628_c4_g1,0.15,0.095,0.048,0.043,0.039,0.077,0.087,0.039,0.04,0.144,0.038,0.235,0,0.275,0.17,0.197
TRINITY_DN56976_c5_g1,0.849,1.101,1.391,2.339,1.081,0.749,0.816,1.329,0.918,0.969,1.401,2.784,4.331,1.023,1.75,2.251
TRINITY_DN36751_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN63746_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0
TRINITY_DN14754_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58240_c2_g2,10.286,14.413,10.425,10.95,15.636,11.374,13.194,15.671,22.433,12.583,10.441,8.628,11.279,9.968,9.236,14.843
TRINITY_DN46911_c0_g2,0.28,0.475,0.269,2.209,0.058,0.25,0.262,0.401,0.669,0.134,0.182,2.804,3.744,0.18,3.192,3.402
TRINITY_DN62324_c9_g7,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58914_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN12806_c0_g1,0.19,0.076,0.115,0,0,0.096,0,0,0,0.096,0.096,0.102,0,0,0,0
TRINITY_DN678_c0_g1,0,0.085,0,0,0,0,0.126,0,0,0,0,0.113,0,0,0.127,0
TRINITY_DN161478_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59565_c1_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN155695_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN68340_c30_g4,1.488,1.576,1.784,1.315,1.295,1.134,1.359,1.172,1.088,1.199,1.276,2.067,1.702,1.402,1.272,1.297
TRINITY_DN61619_c1_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN59489_c0_g3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN125503_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN453_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN100673_c0_g1,0,0,0,0.28,0,0.259,0.291,0,0,0,0,0,0,0,0.286,0
TRINITY_DN57316_c4_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN57636_c16_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN55267_c1_g4,4.114,2.972,3.059,3.826,4.323,4.467,4.126,3.576,4.962,4.862,4.501,3.439,3.192,3.43,3.722,3.651
TRINITY_DN54595_c9_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN2845_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN153444_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN66023_c11_g1,0.21,0,0,0.237,0,0.221,0,0.225,0,0,0,0.225,0,0.227,0,0
TRINITY_DN60895_c5_g1,0,0.114,0.105,0.097,0.107,0.279,0.107,0.186,0.05,0.048,0.048,0.092,0.2,0.047,0.053,0.239
TRINITY_DN74233_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.093
TRINITY_DN56858_c6_g6,1.118,1.386,0.384,0.808,0.75,0.855,0.573,0.498,0.879,0.882,0.864,0.768,0.739,1.383,0.382,0.705
TRINITY_DN3384_c0_g1,0,0,1.304,1.045,0,0,0,1.983,1.138,2.302,0,0.072,0,0,0,0.083
TRINITY_DN55876_c4_g1,0,0,0,0,0,0,0,0.039,0.04,0,0,0,0,0.104,0.042,0.166
TRINITY_DN52199_c2_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN48520_c0_g1,5.003,4.804,7.979,22.6,13.192,6.772,0.058,9.927,20.845,7.951,3.868,135.924,100.617,6.32,12.989,61.446
